player,team,name,position,height,age,appearance,goals,assists,yellow cards,second yellow cards,red cards,goals conceded,clean sheets,minutes played,days_injured,games_injured,award,current_value,highest_value,position_encoded,winger
/fabrizio-angileri/profil/spieler/268506,Getafe CF,Fabrizio Angileri,Defender Left-Back,185,29,15,0,0,0.309810671,0,0.154905336,0,0,581,122,20,4,2000000,4300000,2,1
/jordan-amavi/profil/spieler/241229,Getafe CF,Jordan Amavi,Defender Left-Back,176,29,19,0,0,0.187891441,0.09394572,0,0,0,958,399,60,0,2000000,16000000,2,1
/juan-iglesias/profil/spieler/390688,Getafe CF,Juan Iglesias,Defender Right-Back,187,24,57,0.027641278,0.082923833,0.221130221,0,0,0,0,3256,0,0,0,3500000,3500000,2,1
/damian-suarez/profil/spieler/76746,Getafe CF,Damián Suárez,Defender Right-Back,173,35,63,0.019255456,0.077021823,0.40436457,0,0,0,0,4674,78,13,1,1000000,4000000,2,1
/angel-algobia/profil/spieler/638589,Getafe CF,Ángel Algobia,midfield-DefensiveMidfield,188,23,30,0,0,0.252808989,0,0,0,0,1424,0,0,0,1500000,1500000,3,0
/mauro-arambarri/profil/spieler/290249,Getafe CF,Mauro Arambarri,midfield-CentralMidfield,175,27,44,0,0.14725934,0.392691573,0.024543223,0,0,0,3667,396,50,0,9000000,25000000,3,0
/carles-alena/profil/spieler/284854,Getafe CF,Carles Aleñá,midfield-CentralMidfield,180,25,71,0.05785301,0.096421684,0.347118063,0.019284337,0.019284337,0,0,4667,132,3,3,9000000,30000000,3,0
/nemanja-maksimovic/profil/spieler/273152,Getafe CF,Nemanja Maksimovic,midfield-CentralMidfield,184,28,64,0.017967658,0.035935316,0.143741266,0,0,0,0,5009,24,3,5,6000000,25000000,3,0
/luis-milla/profil/spieler/281989,Getafe CF,Luis Milla,midfield-CentralMidfield,175,28,66,0.053507729,0.142687277,0.142687277,0.01783591,0,0,0,5046,209,32,0,4000000,6000000,3,0
/gonzalo-villar/profil/spieler/398163,Getafe CF,Gonzalo Villar,midfield-CentralMidfield,181,25,48,0,0.052693208,0.368852459,0,0,0,0,1708,121,19,1,2800000,15000000,3,0
/jaime-seoane/profil/spieler/340867,Getafe CF,Jaime Seoane,midfield-CentralMidfield,177,26,59,0.34463895,0.098468271,0.147702407,0,0,0,0,3656,0,0,2,2500000,4000000,3,0
/portu/profil/spieler/99353,Getafe CF,Portu,Attack-RightWinger,167,31,86,0.043134436,0.150970525,0.215672178,0.021567218,0,0,0,4173,41,5,1,3500000,20000000,4,1
/enes-unal/profil/spieler/251106,Getafe CF,Enes Ünal,Attack Centre-Forward,187,26,75,0.46222664,0.089463221,0.208747515,0,0,0,0,6036,392,14,0,25000000,25000000,4,0
/borja-mayoral/profil/spieler/298976,Getafe CF,Borja Mayoral,Attack Centre-Forward,182,26,67,0.34375746,0.085939365,0.150393889,0,0,0,0,4189,6,1,9,9000000,14000000,4,0
/munir-el-haddadi/profil/spieler/223725,Getafe CF,Munir El Haddadi,Attack Centre-Forward,175,27,56,0.374531835,0.037453184,0.262172285,0,0,0,0,2403,18,4,14,3500000,12000000,4,0
/jaime-mata/profil/spieler/227961,Getafe CF,Jaime Mata,Attack Centre-Forward,186,34,44,0.347490347,0.069498069,0.833976834,0,0,0,0,1295,61,9,1,1200000,10000000,4,0
/juanmi-latasa/profil/spieler/623521,Getafe CF,Juanmi Latasa,Attack Centre-Forward,192,22,52,0.459027542,0.030601836,0.367222033,0,0,0,0,2941,0,0,2,3000000,3000000,4,0
/jan-oblak/profil/spieler/121483,Atlético de Madrid,Jan Oblak,Goalkeeper,188,30,89,0,0,0.033691041,0,0,0.988270527,0.359371101,8014,87,20,12,35000000,100000000,1,0
/ivo-grbic/profil/spieler/226073,Atlético de Madrid,Ivo Grbic,Goalkeeper,195,27,42,0,0,0.198840099,0,0,1.217895609,0.198840099,3621,0,0,1,3500000,7000000,1,0
/jose-maria-gimenez/profil/spieler/250845,Atlético de Madrid,José María Giménez,Defender Centre-Back,185,28,69,0.046455609,0.030970406,0.325189264,0,0.015485203,0,0,5812,213,36,5,35000000,70000000,2,0
/mario-hermoso/profil/spieler/281769,Atlético de Madrid,Mario Hermoso,Defender Centre-Back,184,27,68,0.104267233,0.052133617,0.24329021,0.034755744,0.017377872,0,0,5179,101,25,1,20000000,35000000,2,0
/stefan-savic/profil/spieler/107010,Atlético de Madrid,Stefan Savic,Defender Centre-Back,187,32,62,0,0,0.34800221,0.016571534,0.033143068,0,0,5431,467,71,12,6000000,40000000,2,0
/reinildo-mandava/profil/spieler/240692,Atlético de Madrid,Reinildo Mandava,Defender Left-Back,180,29,81,0.013736264,0,0.302197802,0,0,0,0,6552,204,17,2,25000000,25000000,2,1
/sergio-reguilon/profil/spieler/282429,Atlético de Madrid,Sergio Reguilón,Defender Left-Back,178,26,43,0.069310743,0.103966115,0.173276858,0.034655372,0,0,0,2597,242,52,2,10000000,28000000,2,1
/nahuel-molina/profil/spieler/424042,Atlético de Madrid,Nahuel Molina,Defender Right-Back,175,25,80,0.165796745,0.124347559,0.179613141,0.013816395,0.013816395,0,0,6514,0,0,3,35000000,35000000,2,1
/matt-doherty/profil/spieler/171679,Atlético de Madrid,Matt Doherty,Defender Right-Back,185,31,44,0.106007067,0.141342756,0,0,0,0,0,2547,194,21,2,5000000,20000000,2,1
/geoffrey-kondogbia/profil/spieler/127189,Atlético de Madrid,Geoffrey Kondogbia,midfield-DefensiveMidfield,188,30,66,0.022556391,0.090225564,0.383458647,0.045112782,0,0,0,3990,273,50,4,14000000,30000000,3,0
/axel-witsel/profil/spieler/35047,Atlético de Madrid,Axel Witsel,midfield-DefensiveMidfield,186,34,84,0.030965078,0.015482539,0.123860313,0,0.015482539,0,0,5813,244,41,13,5000000,40000000,3,0
/rodrigo-de-paul/profil/spieler/255901,Atlético de Madrid,Rodrigo de Paul,midfield-CentralMidfield,180,29,86,0.118800679,0.169715256,0.271544409,0,0,0,0,5303,0,0,3,40000000,40000000,3,0
/marcos-llorente/profil/spieler/282411,Atlético de Madrid,Marcos Llorente,midfield-CentralMidfield,184,28,69,0.049216187,0.098432373,0.213270142,0,0,0,0,5486,443,36,6,35000000,80000000,3,0
/koke/profil/spieler/74229,Atlético de Madrid,Koke,midfield-CentralMidfield,176,31,85,0.013848284,0.083089706,0.180027697,0,0,0,0,6499,246,44,9,16000000,70000000,3,0
/saul-niguez/profil/spieler/148928,Atlético de Madrid,Saúl Ñíguez,midfield-CentralMidfield,184,28,64,0.126805213,0.063402607,0.348714336,0,0,0,0,2839,109,17,9,10000000,90000000,3,0
/pablo-barrios/profil/spieler/775605,Atlético de Madrid,Pablo Barrios,midfield-CentralMidfield,181,19,48,0.160656908,0.064262763,0.128525527,0,0,0,0,2801,0,0,0,5000000,5000000,3,0
/thomas-lemar/profil/spieler/205562,Atlético de Madrid,Thomas Lemar,midfield-AttackingMidfield,171,27,67,0.125944584,0.226700252,0.100755668,0,0,0,0,3573,260,46,4,22000000,70000000,3,0
/yannick-carrasco/profil/spieler/140776,Atlético de Madrid,Yannick Carrasco,Attack-LeftWinger,181,29,88,0.23369036,0.17526777,0.102239533,0,0.014605648,0,0,6162,141,32,2,25000000,40000000,4,1
/angel-correa/profil/spieler/266807,Atlético de Madrid,Ángel Correa,Attack-RightWinger,171,28,94,0.475643382,0.206801471,0.144761029,0,0.041360294,0,0,4352,236,31,7,30000000,45000000,4,1
/antoine-griezmann/profil/spieler/125781,Atlético de Madrid,Antoine Griezmann,Attack-SecondStriker,176,32,87,0.351390922,0.380673499,0.087847731,0,0.014641288,0,0,6147,108,18,11,25000000,150000000,4,0
/alvaro-morata/profil/spieler/128223,Atlético de Madrid,Álvaro Morata,Attack Centre-Forward,189,30,93,0.426390595,0.189506931,0.157922443,0,0,0,0,5699,165,34,20,20000000,65000000,4,0
/memphis-depay/profil/spieler/167850,Atlético de Madrid,Memphis Depay,Attack Centre-Forward,178,29,51,0.537313433,0.059701493,0.149253731,0,0,0,0,3015,447,68,11,14000000,55000000,4,0
/thibaut-courtois/profil/spieler/108390,Real Madrid,Thibaut Courtois,Goalkeeper,200,31,101,0,0,0.019480519,0,0,0.925324675,0.37987013,9240,183,24,18,45000000,75000000,1,0
/andriy-lunin/profil/spieler/404839,Real Madrid,Andriy Lunin,Goalkeeper,191,24,16,0,0,0,0,0,1.040816327,0.244897959,1470,28,4,7,5000000,8500000,1,0
/eder-militao/profil/spieler/401530,Real Madrid,Éder Militão,Defender Centre-Back,186,25,101,0.092826037,0.041256017,0.185652074,0,0.010314004,0,0,8726,96,18,9,70000000,70000000,2,0
/david-alaba/profil/spieler/59016,Real Madrid,David Alaba,Defender Centre-Back,180,30,85,0.063649222,0.089108911,0.101838755,0,0,0,0,7070,123,26,43,40000000,65000000,2,0
/antonio-rudiger/profil/spieler/86202,Real Madrid,Antonio Rüdiger,Defender Centre-Back,190,30,107,0.071106095,0.040632054,0.14221219,0,0,0,0,8860,466,66,9,32000000,50000000,2,0
/nacho-fernandez/profil/spieler/58884,Real Madrid,Nacho Fernández,Defender Centre-Back,180,33,86,0.069005175,0.017251294,0.310523289,0,0,0,0,5217,232,44,25,6000000,35000000,2,0
/jesus-vallejo/profil/spieler/251896,Real Madrid,Jesús Vallejo,Defender Centre-Back,184,26,12,0,0,0.204081633,0,0,0,0,441,321,66,12,2000000,15000000,2,0
/ferland-mendy/profil/spieler/291417,Real Madrid,Ferland Mendy,Defender Left-Back,180,27,63,0.036885246,0.110655738,0.202868852,0,0,0,0,4880,398,60,9,25000000,50000000,2,1
/daniel-carvajal/profil/spieler/138927,Real Madrid,Daniel Carvajal,Defender Right-Back,173,31,81,0.015469233,0.139223101,0.216569268,0.015469233,0,0,0,5818,465,72,24,12000000,60000000,2,1
/lucas-vazquez/profil/spieler/221316,Real Madrid,Lucas Vázquez,Defender Right-Back,173,31,71,0.157068063,0.067314884,0.157068063,0,0,0,0,4011,303,48,18,8000000,25000000,2,1
/alvaro-odriozola/profil/spieler/280730,Real Madrid,Álvaro Odriozola,Defender Right-Back,176,27,33,0.045965271,0.045965271,0.183861083,0,0.045965271,0,0,1958,279,43,7,5000000,30000000,2,1
/aurelien-tchouameni/profil/spieler/413112,Real Madrid,Aurélien Tchouaméni,midfield-DefensiveMidfield,188,23,100,0.063649222,0.089108911,0.203677511,0.012729844,0,0,0,7070,41,11,4,85000000,90000000,3,0
/federico-valverde/profil/spieler/369081,Real Madrid,Federico Valverde,midfield-CentralMidfield,182,24,102,0.161112641,0.111539521,0.136326081,0,0,0,0,7262,201,37,10,100000000,100000000,3,0
/eduardo-camavinga/profil/spieler/640428,Real Madrid,Eduardo Camavinga,midfield-CentralMidfield,182,20,105,0.033069998,0.066139996,0.396839978,0,0,0,0,5443,49,6,8,85000000,85000000,3,0
/toni-kroos/profil/spieler/31909,Real Madrid,Toni Kroos,midfield-CentralMidfield,183,33,97,0.062413315,0.112343967,0.099861304,0.012482663,0,0,0,7210,212,40,33,15000000,80000000,3,0
/dani-ceballos/profil/spieler/319745,Real Madrid,Dani Ceballos,midfield-CentralMidfield,179,26,64,0.039525692,0.395256917,0.395256917,0,0,0,0,2277,295,53,14,12000000,45000000,3,0
/luka-modric/profil/spieler/27992,Real Madrid,Luka Modric,midfield-CentralMidfield,172,37,97,0.122783083,0.245566166,0.190995907,0,0,0,0,6597,154,32,38,10000000,55000000,3,0
/vinicius-junior/profil/spieler/371998,Real Madrid,Vinicius Junior,Attack-LeftWinger,176,22,107,0.448356028,0.408502159,0.229159748,0,0.009963467,0,0,9033,70,12,12,150000000,150000000,4,1
/eden-hazard/profil/spieler/50202,Real Madrid,Eden Hazard,Attack-LeftWinger,175,32,33,0.138996139,0.277992278,0.138996139,0,0,0,0,1295,400,59,19,5000000,150000000,4,1
/rodrygo/profil/spieler/412363,Real Madrid,Rodrygo,Attack-RightWinger,174,22,106,0.400890869,0.300668151,0.128857779,0,0,0,0,6286,140,25,8,100000000,100000000,4,1
/marco-asensio/profil/spieler/296622,Real Madrid,Marco Asensio,Attack-RightWinger,182,27,93,0.526059425,0.219191427,0.065757428,0,0,0,0,4106,388,63,18,25000000,90000000,4,1
/karim-benzema/profil/spieler/18922,Real Madrid,Karim Benzema,Attack Centre-Forward,185,35,89,0.894039735,0.250331126,0.02384106,0,0,0,0,7550,156,26,53,25000000,60000000,4,0
/alvaro-rodriguez/profil/spieler/948275,Real Madrid,Álvaro Rodríguez,Attack Centre-Forward,193,18,53,0.372670807,0.217391304,0.217391304,0,0,0,0,2898,0,0,1,6000000,6000000,4,0
/mariano-diaz/profil/spieler/225020,Real Madrid,Mariano Díaz,Attack Centre-Forward,180,29,22,0.163043478,0.163043478,0.652173913,0,0,0,0,552,280,42,13,2500000,22000000,4,0
/marc-andre-ter-stegen/profil/spieler/74857,FC Barcelona,Marc-André ter Stegen,Goalkeeper,187,31,99,0,0,0.030241935,0,0,0.967741935,0.433467742,8928,301,24,19,35000000,90000000,1,0
/inaki-pena/profil/spieler/283170,FC Barcelona,Iñaki Peña,Goalkeeper,184,24,22,0,0,0.094687007,0,0,1.230931089,0.284061021,1901,167,7,4,4000000,4200000,1,0
/arnau-tenas/profil/spieler/466783,FC Barcelona,Arnau Tenas,Goalkeeper,185,21,48,0,0,0.104166667,0,0,1,0.395833333,4320,38,5,4,2000000,2000000,1,0
/ronald-araujo/profil/spieler/480267,FC Barcelona,Ronald Araújo,Defender Centre-Back,188,24,74,0.076634877,0.030653951,0.229904632,0,0.015326975,0,0,5872,258,45,3,70000000,70000000,2,0
/jules-kounde/profil/spieler/411975,FC Barcelona,Jules Koundé,Defender Centre-Back,180,24,84,0.049986115,0.087475701,0.062482644,0,0.024993057,0,0,7202,49,10,4,60000000,60000000,2,0
/andreas-christensen/profil/spieler/196948,FC Barcelona,Andreas Christensen,Defender Centre-Back,187,27,66,0.054911531,0.036607688,0.091519219,0,0,0,0,4917,195,44,10,40000000,40000000,2,0
/eric-garcia/profil/spieler/466794,FC Barcelona,Eric García,Defender Centre-Back,182,22,68,0.01947209,0.03894418,0.23366508,0.01947209,0.01947209,0,0,4622,123,23,9,10000000,20000000,2,0
/alejandro-balde/profil/spieler/636688,FC Barcelona,Alejandro Balde,Defender Left-Back,175,19,66,0.020138733,0.161109868,0.181248601,0,0,0,0,4469,202,14,3,50000000,50000000,2,1
/marcos-alonso/profil/spieler/112515,FC Barcelona,Marcos Alonso,Defender Left-Back,188,32,83,0.129171152,0.096878364,0.193756728,0,0,0,0,5574,345,52,8,5000000,45000000,2,1
/jordi-alba/profil/spieler/69751,FC Barcelona,Jordi Alba,Defender Left-Back,170,34,74,0.077426015,0.278733655,0.294218858,0.015485203,0,0,0,5812,207,41,19,5000000,70000000,2,1
/sergi-roberto/profil/spieler/85370,FC Barcelona,Sergi Roberto,Defender Right-Back,178,31,45,0.221311475,0.147540984,0.221311475,0,0,0,0,2440,553,99,22,5000000,60000000,2,1
/sergio-busquets/profil/spieler/65230,FC Barcelona,Sergio Busquets,midfield-DefensiveMidfield,189,34,93,0.035046729,0.058411215,0.292056075,0.011682243,0,0,0,7704,131,18,34,5000000,80000000,3,0
/pedri/profil/spieler/683840,FC Barcelona,Pedri,midfield-CentralMidfield,174,20,57,0.24417816,0.04069636,0.08139272,0,0,0,0,4423,278,47,3,100000000,100000000,3,0
/gavi/profil/spieler/646740,FC Barcelona,Gavi,midfield-CentralMidfield,173,18,97,0.067577714,0.175702057,0.405466286,0.013515543,0,0,0,6659,44,2,2,90000000,90000000,3,0
/frenkie-de-jong/profil/spieler/326330,FC Barcelona,Frenkie de Jong,midfield-CentralMidfield,181,26,90,0.079295154,0.118942731,0.145374449,0.013215859,0,0,0,6810,438,42,5,75000000,90000000,3,0
/franck-kessie/profil/spieler/294808,FC Barcelona,Franck Kessié,midfield-CentralMidfield,183,26,82,0.191611667,0.076644667,0.153289334,0.019161167,0,0,0,4697,87,7,3,25000000,55000000,3,0
/pablo-torre/profil/spieler/720038,FC Barcelona,Pablo Torre,midfield-CentralMidfield,173,20,50,0.336963921,0.398230088,0.336963921,0,0,0,0,2938,44,1,1,3000000,3000000,3,0
/ansu-fati/profil/spieler/466810,FC Barcelona,Ansu Fati,Attack-LeftWinger,178,20,66,0.600750939,0.187734668,0.150187735,0,0,0,0,2397,521,86,3,35000000,80000000,4,1
/ferran-torres/profil/spieler/398184,FC Barcelona,Ferran Torres,Attack-LeftWinger,182,23,78,0.342665174,0.201567749,0.181410974,0,0.020156775,0,0,4465,111,11,8,30000000,50000000,4,1
/ousmane-dembele/profil/spieler/288230,FC Barcelona,Ousmane Dembélé,Attack-RightWinger,178,26,67,0.218871595,0.48151751,0.196984436,0,0,0,0,4112,784,119,10,60000000,120000000,4,1
/raphinha/profil/spieler/411295,FC Barcelona,Raphinha,Attack-RightWinger,176,26,86,0.320882852,0.229202037,0.259762309,0,0,0,0,5890,119,19,4,60000000,60000000,4,1
/robert-lewandowski/profil/spieler/38253,FC Barcelona,Robert Lewandowski,Attack Centre-Forward,185,34,92,0.938442211,0.16959799,0.067839196,0.011306533,0,0,0,7960,139,22,65,30000000,90000000,4,0
/rui-patricio/profil/spieler/45026,AS Roma,Rui Patrício,Goalkeeper,190,35,105,0,0,0.075709779,0,0,1.003154574,0.397476341,9510,75,9,8,5000000,20000000,1,0
/mile-svilar/profil/spieler/338670,AS Roma,Mile Svilar,Goalkeeper,189,23,17,0,0,0.117647059,0,0,1.294117647,0.294117647,1530,62,11,3,1800000,2500000,1,0
/pietro-boer/profil/spieler/581604,AS Roma,Pietro Boer,Goalkeeper,193,21,4,0,0,0,0,0,1,0.25,360,40,1,1,150000,150000,1,0
/roger-ibanez/profil/spieler/524481,AS Roma,Roger Ibañez,Defender Centre-Back,186,24,99,0.075494308,0,0.28040743,0.010784901,0,0,0,8345,59,16,1,30000000,30000000,2,0
/gianluca-mancini/profil/spieler/256448,AS Roma,Gianluca Mancini,Defender Centre-Back,190,27,97,0.021595681,0.053989202,0.377924415,0.01079784,0,0,0,8335,37,8,1,18000000,30000000,2,0
/diego-llorente/profil/spieler/246291,AS Roma,Diego Llorente,Defender Centre-Back,186,29,56,0.064041746,0,0.192125237,0,0,0,0,4216,379,60,1,12000000,25000000,2,0
/marash-kumbulla/profil/spieler/371371,AS Roma,Marash Kumbulla,Defender Centre-Back,191,23,40,0.079575597,0,0.358090186,0,0.039787798,0,0,2262,294,41,1,9000000,27000000,2,0
/chris-smalling/profil/spieler/103427,AS Roma,Chris Smalling,Defender Centre-Back,194,33,85,0.091211814,0.013030259,0.104242073,0,0,0,0,6907,333,74,9,8000000,20000000,2,0
/william-bianda/profil/spieler/427197,AS Roma,William Bianda,Defender Centre-Back,185,23,26,0.040214477,0.040214477,0.120643432,0,0.040214477,0,0,2238,201,24,0,300000,2000000,2,0
/leonardo-spinazzola/profil/spieler/118689,AS Roma,Leonardo Spinazzola,Defender Left-Back,186,30,44,0.065669464,0.197008391,0.262677855,0,0,0,0,2741,694,112,5,15000000,26000000,2,1
/zeki-celik/profil/spieler/251075,AS Roma,Zeki Celik,Defender Right-Back,180,26,74,0.049944506,0.066592675,0.283018868,0.016648169,0,0,0,5406,77,16,2,10000000,20000000,2,1
/rick-karsdorp/profil/spieler/205006,AS Roma,Rick Karsdorp,Defender Right-Back,184,28,69,0,0.124309392,0.195343331,0.017758485,0,0,0,5068,643,107,4,9000000,15000000,2,1
/bryan-cristante/profil/spieler/199248,AS Roma,Bryan Cristante,midfield-DefensiveMidfield,186,28,103,0.044171779,0.055214724,0.242944785,0,0.011042945,0,0,8150,205,34,7,20000000,25000000,3,0
/nemanja-matic/profil/spieler/74683,AS Roma,Nemanja Matic,midfield-DefensiveMidfield,194,34,82,0.037672666,0.131854332,0.244872332,0,0,0,0,4778,194,29,12,4000000,40000000,3,0
/ebrima-darboe/profil/spieler/647484,AS Roma,Ebrima Darboe,midfield-DefensiveMidfield,179,21,5,0,0.3930131,0.3930131,0,0,0,0,229,275,45,1,2000000,2000000,3,0
/georginio-wijnaldum/profil/spieler/49499,AS Roma,Georginio Wijnaldum,midfield-CentralMidfield,175,32,61,0.145867099,0.116693679,0.05834684,0,0,0,0,3085,537,98,11,12000000,50000000,3,0
/mady-camara/profil/spieler/481173,AS Roma,Mady Camara,midfield-CentralMidfield,182,26,69,0.043945313,0.065917969,0.307617188,0,0.021972656,0,0,4096,44,12,4,11000000,15000000,3,0
/edoardo-bove/profil/spieler/562049,AS Roma,Edoardo Bove,midfield-CentralMidfield,181,21,46,0.192034139,0,0.256045519,0,0,0,0,1406,0,0,1,3000000,3000000,3,0
/benjamin-tahirovic/profil/spieler/787907,AS Roma,Benjamin Tahirovic,midfield-CentralMidfield,193,20,55,0.082847499,0.110463332,0.220926665,0,0,0,0,3259,0,0,1,1000000,1000000,3,0
/nicola-zalewski/profil/spieler/550108,AS Roma,Nicola Zalewski,midfield-LeftMidfield,175,21,71,0.041020966,0.061531449,0.143573382,0,0,0,0,4388,21,3,2,15000000,15000000,3,1
/lorenzo-pellegrini/profil/spieler/286297,AS Roma,Lorenzo Pellegrini,midfield-AttackingMidfield,186,26,89,0.279463656,0.215949188,0.177840508,0.012702893,0,0,0,7085,151,29,1,35000000,45000000,3,0
/cristian-volpato/profil/spieler/746891,AS Roma,Cristian Volpato,midfield-AttackingMidfield,187,19,49,0.45112782,0.193340494,0.032223416,0.064446831,0,0,0,2793,0,0,1,3000000,3000000,3,0
/ante-coric/profil/spieler/96630,AS Roma,Ante Coric,midfield-AttackingMidfield,176,26,23,0.104895105,0.20979021,0.41958042,0,0,0,0,858,167,31,10,400000,10000000,3,0
/stephan-el-shaarawy/profil/spieler/94529,AS Roma,Stephan El Shaarawy,Attack-LeftWinger,178,30,78,0.388140162,0.121293801,0.121293801,0,0,0,0,3710,212,44,6,5000000,30000000,4,1
/ola-solbakken/profil/spieler/431811,AS Roma,Ola Solbakken,Attack-RightWinger,186,24,35,0.320712695,0.280623608,0.160356347,0,0,0,0,2245,158,33,2,3500000,3500000,4,1
/paulo-dybala/profil/spieler/206050,AS Roma,Paulo Dybala,Attack-SecondStriker,177,29,77,0.580418214,0.24623803,0.175884307,0,0,0,0,5117,308,57,17,30000000,110000000,4,0
/tammy-abraham/profil/spieler/331726,AS Roma,Tammy Abraham,Attack Centre-Forward,194,25,107,0.435366837,0.145122279,0.193496372,0,0,0,0,7442,224,29,5,45000000,50000000,4,0
/andrea-belotti/profil/spieler/167727,AS Roma,Andrea Belotti,Attack Centre-Forward,181,29,69,0.316159251,0.079039813,0.026346604,0,0,0,0,3416,308,44,2,9000000,40000000,4,0
/ivan-provedel/profil/spieler/197929,SS Lazio,Ivan Provedel,Goalkeeper,194,29,76,0,0,0.052910053,0,0,1.256613757,0.383597884,6804,154,23,1,12000000,12000000,1,0
/luis-maximiano/profil/spieler/367464,SS Lazio,Luís Maximiano,Goalkeeper,190,24,41,0,0,0.050097412,0,0.025048706,1.452824937,0.30058447,3593,33,2,4,8000000,12000000,1,0
/marius-adamonis/profil/spieler/300137,SS Lazio,Marius Adamonis,Goalkeeper,191,26,0,0,0,0,0,0,0,0,0,0,0,0,150000,200000,1,0
/alessio-romagnoli/profil/spieler/197747,SS Lazio,Alessio Romagnoli,Defender Centre-Back,185,28,68,0.049723757,0.016574586,0.198895028,0,0.016574586,0,0,5430,358,51,3,18000000,50000000,2,0
/nicolo-casale/profil/spieler/389837,SS Lazio,Nicolò Casale,Defender Centre-Back,191,25,74,0.016550202,0.049650607,0.281353439,0,0,0,0,5438,57,10,1,17000000,17000000,2,0
/patric/profil/spieler/126729,SS Lazio,Patric,Defender Centre-Back,184,30,56,0.043615217,0.043615217,0.218076084,0.021807608,0.021807608,0,0,4127,158,25,3,6000000,9000000,2,0
/mario-gila/profil/spieler/618341,SS Lazio,Mario Gila,Defender Centre-Back,185,22,46,0.050732807,0.025366404,0.177564825,0,0,0,0,3548,30,6,1,3000000,3000000,2,0
/luca-pellegrini/profil/spieler/346567,SS Lazio,Luca Pellegrini,Defender Left-Back,178,24,43,0,0.040053405,0.520694259,0,0,0,0,2247,0,0,4,9000000,15000000,2,1
/stefan-radu/profil/spieler/44420,SS Lazio,Stefan Radu,Defender Left-Back,183,36,15,0,0,0.481283422,0,0,0,0,748,225,51,9,400000,10000000,2,1
/manuel-lazzari/profil/spieler/331401,SS Lazio,Manuel Lazzari,Defender Right-Back,174,29,76,0.058849172,0.078465562,0.255013078,0.019616391,0,0,0,4588,195,29,4,15000000,23000000,2,1
/adam-marusic/profil/spieler/239802,SS Lazio,Adam Marusic,Defender Right-Back,185,30,85,0.013321492,0.026642984,0.159857904,0.013321492,0.013321492,0,0,6756,217,39,3,7500000,10000000,2,1
/elseid-hysaj/profil/spieler/200056,SS Lazio,Elseid Hysaj,Defender Right-Back,182,29,81,0.033432392,0.016716196,0.133729569,0,0,0,0,5384,96,25,1,4000000,25000000,2,1
/danilo-cataldi/profil/spieler/199733,SS Lazio,Danilo Cataldi,midfield-DefensiveMidfield,180,28,81,0.038469758,0.076939517,0.288523189,0,0,0,0,4679,259,40,3,7000000,7000000,3,0
/marco-bertini/profil/spieler/613539,SS Lazio,Marco Bertini,midfield-DefensiveMidfield,185,20,43,0.315363881,0.218328841,0.242587601,0,0,0,0,3710,38,10,0,100000,100000,3,0
/sergej-milinkovic-savic/profil/spieler/266302,SS Lazio,Sergej Milinkovic-Savic,midfield-CentralMidfield,191,28,94,0.264423077,0.240384615,0.204326923,0.012019231,0,0,0,7488,148,28,6,60000000,90000000,3,0
/luis-alberto/profil/spieler/128220,SS Lazio,Luis Alberto,midfield-CentralMidfield,183,30,88,0.176643768,0.294406281,0.161923454,0,0,0,0,6114,106,28,3,18000000,55000000,3,0
/marcos-antonio/profil/spieler/468301,SS Lazio,Marcos Antônio,midfield-CentralMidfield,166,22,50,0.153126329,0.076563165,0.191407912,0,0,0,0,2351,10,2,5,8000000,8000000,3,0
/toma-basic/profil/spieler/334835,SS Lazio,Toma Basic,midfield-CentralMidfield,190,26,72,0.071428571,0.107142857,0.178571429,0,0,0,0,2520,8,3,0,7000000,10000000,3,0
/matias-vecino/profil/spieler/143812,SS Lazio,Matías Vecino,midfield-CentralMidfield,187,31,67,0.158450704,0.031690141,0.348591549,0,0,0,0,2840,340,60,4,4500000,25000000,3,0
/mohamed-fares/profil/spieler/287700,SS Lazio,Mohamed Fares,midfield-LeftMidfield,183,27,9,0.307167235,0.153583618,0.307167235,0,0,0,0,586,782,103,1,3000000,7000000,3,1
/mattia-zaccagni/profil/spieler/283735,SS Lazio,Mattia Zaccagni,Attack-LeftWinger,177,27,84,0.245862124,0.245862124,0.318174514,0,0,0,0,6223,314,47,1,25000000,25000000,4,1
/felipe-anderson/profil/spieler/159372,SS Lazio,Felipe Anderson,Attack-RightWinger,175,30,98,0.227514635,0.203565726,0.095795636,0,0,0,0,7516,358,62,4,15000000,45000000,4,1
/matteo-cancellieri/profil/spieler/550106,SS Lazio,Matteo Cancellieri,Attack-RightWinger,180,21,44,0.182370821,0.09118541,0.547112462,0,0,0,0,987,43,7,1,5000000,5000000,4,1
/pedro/profil/spieler/65278,SS Lazio,Pedro,Attack-RightWinger,167,35,87,0.306674684,0.19843656,0.144317498,0,0,0,0,4989,191,38,26,2500000,30000000,4,1
/luka-romero/profil/spieler/769063,SS Lazio,Luka Romero,Attack-RightWinger,165,18,25,0.132939439,0,0,0.132939439,0,0,0,677,6,1,0,1000000,1000000,4,1
/ciro-immobile/profil/spieler/105521,SS Lazio,Ciro Immobile,Attack Centre-Forward,185,33,78,0.679691348,0.162534888,0.147758989,0,0,0,0,6091,190,32,18,18000000,50000000,4,0
